Agency Name,Year,Attendance,Rescues - Total,Rescue - Rip,Rescue - Surf,Rescue - Swift,Rescues - Scuba,Rescue - Cliff,Boat Rescues - Rescues,Boat Rescues - Passengers,Boat Rescues - Value,Boat Assists - Rescues,Boat Assists - Passengers,Boat Assists - Value,Prevents,Medical Aids - Total,Medical Aids - Major,Medical Aids - Minor,Drowning Deaths (Unguarded) - Total,Drowning Deaths (Unguarded) - Rip,Drowning Deaths (Unguarded) - Surf,Drowning Deaths (Unguarded) - Scuba,Drowning Deaths (Unguarded) - Drop-Off,Drowning Deaths (Unguarded) - Alc/Drugs,Drowning Deaths (Unguarded) - Ability,Drowning Deaths (Unguarded) - Floatation,Drowning Deaths (Unguarded) - Other,Drowning Deaths (Guarded) - Total,Drowning Deaths (Guarded) - Rip,Drowning Deaths (Guarded) - Surf,Drowning Deaths (Guarded) - Scuba,Drowning Deaths (Guarded) - Drop-Off,Drowning Deaths (Guarded) - Alc/Drugs,Drowning Deaths (Guarded) - Ability,Drowning Deaths (Guarded) - Floatation,Drowning Deaths (Guarded) - Other,Other Fatalities,Enforcements - Warnings,Enforcements - Boat/PWC,Enforcements - Citations,Enforcements - Arrests,Lost/Found,Public Education - Lectures,Public Education - Students,Demographics - Miles Guarded,Demographics - Miles Not Guarded,Demographics - Full-Time Employees,Demographics - Part-Time Employees,Demographics - Jr. Guards,Demographics - Agency Water Is,Demographics - Agency Coverage,Demographics - Avg. Weekday Towers Staffed,Demographics - Avg. Weekend Towers Staffed,Demographics - Avg. Distance Between Tower (yards),Demographics - # Rescue Vehicles,Demographics - Boat < 15,Demographics - Boat 15+,Demographics - PWC,Demographics - Non Motorized Rescue Craft
Chicago Parks District,1995,31368367,9210,0,0,0,0,0,36,80,0,78,200,2762300,41732,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12120,200,10000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,2008,31120154,11798,10408,743,23,63,44,160,338,1025900,777,0,0,619130,15156,1192,13964,18,0,2,2,3,1,8,1,1,0,0,0,0,0,0,0,0,0,31,156620,5532,2047,218,1006,2648,32999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,2020,30564784,13949,9233,2451,12,15,15,305,625,1952350,1868,0,0,883845,16707,1386,15321,24,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,35,378387,1868,10851,551,351,4346,63275,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,1998,29571715,9006,0,0,0,0,0,0,0,0,0,0,0,45107,18672,2371,16301,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12502,300,8000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,1999,29571715,9006,0,0,0,0,0,99,243,2339100,0,0,0,45107,18672,2371,16301,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12502,300,8000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,2001,28715848,7179,7044,0,4,51,44,257,476,2515000,1017,0,0,374229,9061,4879,4182,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27711,5627,1650,167,348,1631,22682,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Jones Beach Lifeguards,1991,28298269,7815,0,0,0,0,0,163,372,2628000,0,0,0,35719,710,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,500,20000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2014,28278785,6438,5893,496,6,43,55,188,0,1064600,219,0,0,335141,4822,311,4511,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,26,914,19,17,102,180,1400,0,0,0,0,0,35,0,11,12,0
California State Parks,1997,28122132,8069,6603,883,86,141,18,311,649,2469000,748,0,0,211495,5427,825,4602,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16317,15291,3036,274,1043,711,52558,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,1977,27807216,18201,0,0,0,0,0,0,0,0,0,0,0,0,12601,12601,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5128,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,1996,27471320,7336,6889,0,0,150,8,187,363,1222156,397,0,0,220544,5500,1311,4189,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,16641,0,2736,162,949,626,43012,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,2007,26375295,12243,10787,1057,40,58,9,169,371,2225680,1341,0,0,648372,13555,1376,12179,12,2,1,2,2,1,1,0,3,1,0,0,0,1,0,0,0,0,21,242267,6497,3265,197,1761,2039,41901,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,1999,25870231,5957,5900,0,3,54,12,147,338,3931800,876,0,0,316663,7812,589,7223,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,48478,4232,1537,59,776,2859,56753,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2009,25089285,4666,3469,613,20,27,47,165,0,3647492,226,0,0,227977,3652,262,3390,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,621,16,391,22,416,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,1994,24913294,7891,0,0,0,0,0,107,207,2276700,0,0,0,27791,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6891,57,7108,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,2000,24885197,8827,0,0,0,0,0,0,0,0,0,0,0,37981,19595,2803,16792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7237,0,0,0,10681,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,1976,24818613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,1990,24628350,8242,0,0,0,0,0,1251,0,0,0,0,0,159919,5985,5985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1660,95,3217,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,1992,24500000,7022,0,0,0,0,0,214,0,3311800,0,582,0,176710,3958,3958,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8174,1408,28158,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2006,24391193,6156,5394,375,2,32,35,147,0,7074267,207,0,0,289954,3207,214,2993,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,175,1,293,52,1230,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Honolulu City and County,2016,24386567,3117,2960,157,0,0,0,0,0,0,0,0,0,982485,134373,1339,133034,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,1989,24319700,6832,0,0,0,0,0,1304,0,0,0,0,0,163395,5288,5288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2012,24276036,5426,4549,330,14,38,53,216,0,2925470,499,0,2925470,259292,5385,343,5042,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,478,9,316,55,1228,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,1993,24010000,7470,0,0,0,0,0,96,207,2100000,0,0,0,165116,3758,3758,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,804,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2010,23969337,4417,3158,533,136,24,49,137,0,10895500,206,0,0,226367,3926,266,3660,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,468,38,294,36,1183,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Honolulu City and County,2017,23866335,3340,0,0,0,0,0,0,0,0,0,0,0,1040054,124635,1318,123317,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531828,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,1983,23713355,7591,0,0,0,0,0,0,0,0,0,0,0,0,7940,7940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,1975,23500853,17531,0,0,0,0,0,0,0,0,0,0,0,0,11498,11498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5112,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,2000,23447118,7917,7147,0,1,70,11,169,307,2040500,786,0,0,274463,5961,432,5529,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,42444,2620,1127,57,757,1342,53621,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,1996,23189446,8716,0,0,0,0,0,76,182,1346475,40,0,0,39172,15435,2173,13262,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9217,65,7520,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Galveston Island Beach Patrol,1996,23189446,8716,0,0,0,0,0,76,182,1346475,40,0,0,39172,15435,2173,13262,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9217,65,7520,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2013,23100326,5273,4193,267,133,58,0,0,0,0,174,0,0,251842,4226,270,3956,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2004,23015685,6076,5531,270,7,20,27,136,0,3798850,277,0,0,173437,3715,142,3573,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,323,11,0,309,3,345,55,967,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,1984,22778041,7105,0,0,0,0,0,0,0,0,0,0,0,35071,6634,6634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2003,22710861,6080,5660,233,6,20,25,176,0,6970210,260,0,0,152826,3315,145,3170,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,352,9,299,324,1060,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,1997,22709848,8107,0,0,0,0,0,84,259,1245000,0,0,0,37185,14425,2228,12197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8751,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Honolulu City and County,2019,22659841,2058,0,61,0,0,0,0,0,0,0,0,0,1064361,107348,976,106372,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651287,220,0,215,40,null,0,0,40,43,50,16,1,0,9,0
California State Parks,2010,22565991,9761,6769,2328,35,22,4,147,451,1902005,1317,0,0,516112,15702,1333,14369,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,275784,5852,3666,355,577,2273,19713,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,2012,22565991,9761,6769,2328,35,22,4,147,451,1902005,1317,0,0,516112,15702,1333,14369,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,275784,5852,3666,355,577,2273,19713,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,2013,22326782,7847,7419,0,0,0,0,159,477,1294350,0,0,0,731990,4394,394,4000,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,1065,13022,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2005,22200650,4792,4060,378,29,23,21,124,0,3093000,233,0,0,182906,4098,3919,179,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,310,15,401,30,299,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2011,21705659,5333,4030,468,7,41,41,182,0,1189100,189,0,0,223845,4217,289,3928,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,359,10,401,38,1902,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2007,21253050,3696,2831,469,0,27,33,161,0,1975400,226,0,0,248576,3194,239,2955,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,350,17,0,17,1005,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,1993,21161193,5312,0,0,0,0,0,126,0,2459000,0,243,0,25107,4208,4208,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1812,501,27021,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Honolulu City and County,2015,20968973,3375,3275,100,0,0,0,0,0,0,0,0,0,963881,141473,1424,140049,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488556,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Long Beach Marine Safety - CA,1981,20731000,1453,0,0,0,0,0,2885,0,47000831,0,0,0,6073,1498,1498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Honolulu City and County,1997,20658604,1454,1044,405,0,5,0,0,0,0,0,0,0,338236,75121,1038,74083,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,18347,0,0,0,612,55,9690,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2000,20523424,6743,6055,310,4,54,27,117,0,822826,203,0,1146067,107963,3652,256,3396,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1023,13,813,44,1815,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,1990,20443408,5712,0,0,0,0,0,125,340,2164600,0,0,0,25271,3897,3897,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,1998,20165436,6363,5925,0,14,55,8,229,496,2873950,825,0,0,254360,4212,452,3760,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,51794,3146,2640,119,627,1954,58637,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2015,19867160,7303,5941,692,10,21,100,245,0,2063980,204,0,0,343569,4467,319,4148,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,398,48,391,60,396,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2008,19655781,5611,4744,450,42,36,38,170,0,24171919,0,0,0,188890,3348,213,3135,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,20,334,28,623,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tybee Island Ocean Rescue,1990,19441514,672,0,0,0,0,0,0,0,0,0,0,0,193174,705,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,37,402,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Maui Ocean Safety,2012,19016278,109,31,64,0,0,0,10,20,0,22,20,0,12000,1282,30,1252,9,4,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
USLA Hawaii,1996,18969113,1748,0,0,0,0,0,0,0,0,0,0,0,301088,63213,63213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6845,0,0,0,0,1037,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Honolulu City and County,2002,18817106,1388,1121,176,0,0,0,0,0,0,0,0,0,337695,90735,1204,89531,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2000,500,0,0,388,53,2000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Long Beach Marine Safety - CA,1980,18727200,1211,0,0,0,0,0,2405,0,39421132,0,0,0,8079,1283,1283,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Honolulu City and County,2001,18709554,1348,1043,305,0,0,0,0,0,0,0,0,0,402710,94065,1348,92717,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,31,8500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cape May,1991,18580938,737,0,0,0,0,0,0,0,0,0,0,0,187659,44169,44169,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Honolulu City and County,2003,18313341,1456,887,569,0,0,0,0,0,0,0,0,0,375800,85354,1238,84116,6,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,12,0,0,0,0,334,230,1250,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,1987,18140995,6701,0,0,0,0,0,0,0,0,0,0,0,29341,6519,6519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,1988,18140995,7617,0,0,0,0,0,0,0,0,0,0,0,31075,8151,8151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Honolulu City and County,2012,18101294,2619,1744,693,0,0,0,0,0,0,0,0,0,744764,111375,1336,110039,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego Lifeguards,2020,17973788,6507,5702,506,19,6,80,79,129,0,108,190,0,588043,3607,357,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2500,1000,null,null,99,48,650,12,15,112,195,1000,0,0,20,27,300,41,0,12,7,0
Honolulu City and County,2004,17819406,1437,1187,250,0,0,0,0,0,0,0,0,0,369192,86695,1160,85535,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,388,40,1225,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Honolulu City and County,2013,17737954,2795,2345,450,0,0,0,0,0,0,0,0,0,758688,107671,1282,106389,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,1988,17704471,6129,0,0,0,0,0,934,1719,5785320,0,0,0,138466,4106,4106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229,1691,35300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2018,17643936,10052,5368,1150,2,10,99,197,0,0,222,0,1075000,452795,5005,343,4662,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,17000,5000,221,7,264,59,8922,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0
Chicago Parks District,1982,17615889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,1996,17592493,7236,6716,0,2,151,44,137,0,2147500,0,0,0,56029,3012,239,2773,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,1381,38,674,55,35000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
USLA Hawaii,1993,17548000,849,0,0,0,0,0,0,0,0,0,0,0,203610,7661,7661,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Honolulu City and County,1998,17466067,1010,785,225,0,0,0,0,0,0,0,0,0,401073,88005,1123,86882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,646,65,1850,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego Lifeguards,2021,17436552,6924,6117,576,36,35,79,54,140,0,103,170,0,383227,2224,388,1836,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2800,1200,null,null,59,60,300,12,15,112,195,1000,0,0,20,27,300,41,0,13,7,0
San Diego,1992,17372281,4980,0,0,0,0,0,157,0,0,0,0,0,0,3684,3684,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,828,69,42499,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Honolulu City and County,2014,17340408,2752,2489,201,0,0,0,0,0,0,0,0,0,898528,110203,1218,108985,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388229,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego Lifeguards,2019,17307193,4073,2873,677,10,24,91,406,0,1888568,149,0,0,319906,4402,504,3898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,497,0,0,6,0,7,257,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Honolulu City and County,2000,17285810,1161,933,197,0,0,0,0,0,0,0,0,0,409531,100952,1382,99570,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,810,65,1500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
USLA Hawaii,1992,17273121,991,0,0,0,0,0,5,0,0,0,0,0,194251,578,578,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,750,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Miami Beach Ocean Rescue,2021,17234613,649,0,0,0,0,0,0,0,0,0,0,0,1026838,101306,596,100710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45142,0,0,1681,10,500,8,0,99,47,100,0,0,38,38,0,26,0,1,6,0
Chicago Parks District,1989,17091072,5712,0,0,0,0,0,0,0,0,0,0,0,25176,6206,6206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2002,17089008,4726,4107,253,3,30,43,154,0,0,302,0,2163890,124891,2631,159,2472,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,482,19,510,58,2224,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,1981,17004988,15825,0,0,0,0,0,495,0,2930800,0,0,0,0,5252,5252,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Honolulu City and County,1999,16944487,830,689,121,0,0,0,0,0,0,0,0,0,238594,105174,920,104254,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,801,50,1200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2017,16933998,5414,4147,397,134,7,74,128,0,130000,0,0,0,282792,4575,348,4227,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,306,0,11,298,16,559,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
USLA Hawaii,1994,16843727,1041,0,0,0,0,0,0,0,0,0,0,0,196732,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,34,48,1000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,1978,16739874,10278,0,0,0,0,0,0,0,0,0,0,0,0,8452,8452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3891,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
USLA Hawaii,1995,16507359,922,0,0,0,0,0,0,0,0,0,0,0,207020,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,0,0,0,65,43,3639,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Honolulu City and County,2011,16407466,2318,1655,554,0,0,0,0,0,0,0,0,0,597902,97815,1170,96645,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,1986,16222634,6102,0,0,0,0,0,0,0,0,0,0,0,28172,6119,6119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,1992,16210240,4991,0,0,0,0,0,0,0,0,0,0,0,24912,3269,3269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,1994,16135644,3951,0,0,0,0,0,77,209,854000,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,553,22,1100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chicago Parks District,1985,16089817,6017,0,0,0,0,0,0,0,0,0,0,0,29012,5766,5766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Long Beach Marine Safety - CA,1968,16000000,1060,0,0,0,0,0,1196,0,0,0,0,0,0,764,764,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Newport Beach Ocean Lifeguards,1982,16000000,3559,0,0,0,0,0,42,0,0,0,0,0,50939,3767,3767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Santa Monica Lifeguards,1971,16000000,678,0,0,0,0,0,218,0,0,0,0,0,0,1911,1911,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Diego,2016,15910974,9475,8225,666,46,21,85,186,0,848100,229,0,0,391790,3651,290,3361,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,315,43,335,29,578,10,7,100,200,1200,0,0,45,55,100,35,0,12,9,0
