Agency Name,Year,Attendance,Rescues - Total,Rescue - Rip,Rescue - Surf,Rescue - Swift,Rescues - Scuba,Rescue - Cliff,Boat Rescues - Rescues,Boat Rescues - Passengers,Boat Rescues - Value,Boat Assists - Rescues,Boat Assists - Passengers,Boat Assists - Value,Prevents,Medical Aids - Total,Medical Aids - Major,Medical Aids - Minor,Drowning Deaths (Unguarded) - Total,Drowning Deaths (Unguarded) - Rip,Drowning Deaths (Unguarded) - Surf,Drowning Deaths (Unguarded) - Scuba,Drowning Deaths (Unguarded) - Drop-Off,Drowning Deaths (Unguarded) - Alc/Drugs,Drowning Deaths (Unguarded) - Ability,Drowning Deaths (Unguarded) - Floatation,Drowning Deaths (Unguarded) - Other,Drowning Deaths (Guarded) - Total,Drowning Deaths (Guarded) - Rip,Drowning Deaths (Guarded) - Surf,Drowning Deaths (Guarded) - Scuba,Drowning Deaths (Guarded) - Drop-Off,Drowning Deaths (Guarded) - Alc/Drugs,Drowning Deaths (Guarded) - Ability,Drowning Deaths (Guarded) - Floatation,Drowning Deaths (Guarded) - Other,Other Fatalities,Enforcements - Warnings,Enforcements - Boat/PWC,Enforcements - Citations,Enforcements - Arrests,Lost/Found,Public Education - Lectures,Public Education - Students,Demographics - Miles Guarded,Demographics - Miles Not Guarded,Demographics - Full-Time Employees,Demographics - Part-Time Employees,Demographics - Jr. Guards,Demographics - Agency Water Is,Demographics - Agency Coverage,Demographics - Avg. Weekday Towers Staffed,Demographics - Avg. Weekend Towers Staffed,Demographics - Avg. Distance Between Tower (yards),Demographics - # Rescue Vehicles,Demographics - Boat < 15,Demographics - Boat 15+,Demographics - PWC,Demographics - Non Motorized Rescue Craft
American Medical Response,2012,53102,4,0,0,4,0,0,0,0,0,6,6,1200,3369,63,9,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,16,9,189,2,0.5,10,12,null,0,0,4,6,250,2,0,0,0,6
Virginia Beach,1998,53000,21,17,4,0,0,0,0,0,0,3,8,30000,2200,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,15,0,0,22,13,325,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,2007,52714,8,0,0,0,0,0,0,0,0,5,0,0,25474,27,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15059,0,0,0,9,27,1200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,1997,52360,410,0,0,0,0,0,1,1,0,42,0,0,28291,333,317,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28230,0,0,0,23,67,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Virginia Beach,1997,52000,22,18,4,0,0,0,0,0,0,0,0,0,1800,15,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,6,7,185,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Port Hueneme Lifeguards,2002,52000,308,308,0,0,0,0,1,1,5000,3,7,28000,1630,37,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,6,0,0,5,8,400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sandpoint Lifeguards,2019,51446,4,0,0,0,0,0,0,0,0,0,0,0,5,12,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0.27,0.09,0,12,9,0,0,4,4,94,0,0,0,0,1
Kaneohe Marine Base,2018,50073,31,16,15,0,0,0,2,8,15000,0,0,0,0,18,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5000,2.5,7,3,18,null,0,0,2,2,33000,3,0,0,3,0
Woodbridge Lake,1985,50000,46,0,0,0,0,0,131,271,19000,0,0,0,1112,132,132,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Lake Mead,1999,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Luis Obispo County,2001,50000,20,5,10,0,0,0,2,4,1000,2,2,1000,150,250,20,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,10,115,100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Luis Obispo County,2000,50000,20,5,10,0,0,0,2,4,1000,2,2,1000,150,250,20,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,10,115,100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Port Hueneme Lifeguards,2005,50000,115,115,0,0,0,0,0,0,0,3,7,90000,2161,61,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,7,20,1200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Port Hueneme Lifeguards,2009,50000,116,116,0,0,0,0,0,0,0,2,2,20000,1451,36,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,0,0,7,10,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Port Hueneme Lifeguards,2000,50000,421,421,0,0,0,0,1,2,10000,5,10,35000,1354,44,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,10,0,0,25,10,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Port Hueneme Lifeguards,2014,50000,191,191,0,0,0,0,0,0,0,1,3,20000,1996,53,8,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,10,0,0,12,10,1000,2,1,0,30,200,0,0,3,4,300,1,0,0,0,5
Deal Beach Patrol,1996,50000,28,28,0,0,0,0,0,0,0,2,3,13000,150,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Jacksonville,2018,50000,111,111,111,0,0,0,4,6,0,0,0,0,17204,215,100,115,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Coastal Ocean Surf Rescue LLC,2015,50000,37,26,4,7,0,0,0,0,0,1,4,0,158,50,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,6,2,19,3,0.5,27,32,10,0,0,11,11,100,2,0,0,0,16
Panama City Beach Lifeguards,2020,49500,114,114,0,0,0,0,0,0,0,0,0,0,60995,242,42,200,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,40,500,0.5,9,5,12,80,0,0,2,2,200,10,0,0,1,10
Fernandina Beach Ocean Rescue,2013,49342,108,99,6,3,0,0,0,0,0,0,0,0,281,83,13,70,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,18,0,0,12,1,10,2,12,0,35,null,0,0,12,12,300,3,0,0,2,0
American Medical Response,2010,49302,4,0,0,3,0,0,0,0,0,2,3,1250,2744,61,6,55,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,58,0,0,0,5,11,5721,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sandpoint Lifeguards,2015,49238,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.3,0,0,12,null,0,0,4,4,100,0,0,0,0,1
Sandpoint Lifeguards,2020,48519,4,0,0,0,0,0,0,0,0,0,0,0,12,12,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
American Medical Response,2007,48501,136,0,0,119,0,0,2,5,0,12,18,0,2000,53,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,2,0,7,800,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,2005,48278,9,0,0,0,0,0,0,0,0,9,0,0,31281,32,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12784,0,0,0,6,41,800,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Panama City Beach Lifeguards,2018,47583,70,65,5,0,0,0,0,0,0,0,0,0,70,24,5,19,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2000,1,9,1,8,50,0,0,2,2,100,1,0,0,1,0
Port Hueneme Lifeguards,2011,47000,114,114,0,0,0,0,0,0,0,3,6,25000,1310,27,10,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,6,8,500,1.5,0.5,0,40,null,0,0,3,5,500,2,0,0,0,4
Sonoma County Regional Parks,2009,46445,7,0,0,0,0,0,0,0,0,4,4,0,5689,36,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17694,0,0,0,12,8,240,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sandpoint Lifeguards,2012,46002,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3,0.1,0,15,null,0,0,4,4,94,0,0,0,0,0
Mauna Kea Beach,2001,46000,43,28,10,0,0,0,10,17,16000,2,9,4000,180,45,15,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,5,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Luis Obispo County,1999,46000,6,0,0,0,0,0,4,10,16000,160,335,420000,465,285,11,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,600,2000,16,10,18,25,620,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
American Medical Response,2005,45990,6,0,0,6,0,0,0,0,0,7,0,0,1570,26,4,22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,5,120,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
American Medical Response,2004,45388,6,0,0,6,0,0,0,0,0,3,0,0,1752,49,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Port Hueneme Lifeguards,1992,45000,417,0,0,0,0,0,0,0,0,0,0,0,800,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Port Hueneme Lifeguards,2021,44385,55,55,0,0,0,0,0,0,0,0,0,0,4844,33,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,54,209,0,0,10,14,250,2,0,0,0,6
Panama City Beach Lifeguards,2019,44373,50,50,0,0,0,0,0,0,0,0,0,0,5418,99,7,92,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,600,10,0,1,8,60,0,0,2,2,200,2,0,0,1,0
Gulf Islands National Seashore,2007,44305,10,7,3,0,0,0,0,0,0,0,0,0,440,352,3,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Panama City Beach Lifeguards,2017,44078,80,70,10,0,0,0,0,0,0,0,0,0,1055,29,4,25,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,2008,44014,13,0,0,0,0,0,0,0,0,10,0,0,0,34,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18816,0,0,0,8,36,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Camp Pendleton,1974,43865,71,0,0,0,0,0,1,0,10000,0,0,0,1332,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
American Medical Response,2013,43330,5,0,0,2,0,0,0,0,0,5,5,0,592,47,6,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,141,0,0,0,0,10,162,2,0,8,10,null,0,0,4,6,0,0,0,0,0,2
American Medical Response,2011,43238,7,0,0,6,1,0,0,0,0,85,98,3000,3470,65,13,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,7,0,0,5,16,10132,1.5,1,9,12,null,0,0,2,3,50,2,0,0,0,6
American Medical Response,2006,43009,64,0,0,64,0,0,0,0,0,0,0,0,1030,32,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1030,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Bellevue Lifeguards,1993,42743,37,0,0,0,0,0,0,0,0,0,0,0,4000,35,35,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,50,1000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Luis Obispo County,1992,42669,2,0,0,0,0,0,0,0,0,0,0,0,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,2020,42634,8,0,0,0,0,0,0,0,0,0,0,0,19348,86,10,76,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,135,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sandpoint Lifeguards,2013,42324,5,0,0,0,0,0,0,0,0,0,0,0,0,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,350,0.27,0.09,0,19,null,0,0,4,4,96,0,0,0,0,1
Monterey Beach,2010,42000,28,18,10,0,0,0,0,0,0,2,0,0,525,28,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,75,0,0,25,10,250,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Melbourne Beach,2016,41550,1,0,0,0,0,0,3,11,0,3,6,0,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,500,0,1.45,0,0,null,0,0,0,0,0,2,0,1,2,4
Cape May Point Beach Patrol,1997,41539,21,17,3,0,0,0,0,0,0,3,8,14000,200,89,11,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,23,4,65,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sandpoint Lifeguards,2014,41387,6,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0.27,0.09,0,17,null,0,0,4,4,94,0,0,0,0,1
Lavallette Beach Patrol,2003,40000,12,6,6,0,0,0,0,0,0,0,0,0,20,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,42,4,36,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Port Hueneme Lifeguards,2012,40000,71,71,0,0,0,0,0,0,0,3,5,50000,1278,61,7,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,4,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Port Hueneme Lifeguards,2010,40000,102,102,0,0,0,0,0,0,0,4,8,80000,1031,42,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,0,4,6,800,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Jacksonville,2017,40000,69,0,0,0,0,0,36,0,0,36,0,0,4967,164,29,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Ocean Grove Beach Patrol,1993,40000,92,0,0,0,0,0,0,0,0,0,0,0,2197,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,120,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,2015,39262,22,0,0,0,0,0,0,0,0,9,0,0,30324,25,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Woodbridge Lake,1984,38500,145,0,0,0,0,0,86,213,86000,0,0,0,861,72,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sandpoint Lifeguards,2016,38233,7,0,0,0,0,0,0,0,0,0,0,0,7,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.09,0,14,null,0,0,4,4,94,0,0,0,0,1
Emerald Isle Fire Department,2019,38000,83,23,60,0,0,0,2,5,0,0,0,0,121,0,0,0,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,600,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Coastal Ocean Surf Rescue LLC,2016,37500,27,22,5,0,0,0,0,0,0,0,0,0,244,122,6,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,2,0,3,67,null,0,0,10,12,150,2,0,0,0,14
Sonoma County Regional Parks,2003,37053,14,0,0,0,0,0,0,0,0,13,0,0,7940,71,10,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17102,0,0,0,15,123,1230,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Seattle Puget Sound,1990,37000,4,0,0,0,0,0,0,0,0,0,0,0,112,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,2002,36579,16,0,0,0,0,0,0,0,0,25,0,0,39692,92,16,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19058,0,0,0,7,65,1300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Atlantic Beach Lifeguards - NY,1995,36000,95,75,20,0,0,0,0,0,0,0,0,0,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,2,90,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sandpoint Lifeguards,2007,36000,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sandpoint Lifeguards,2005,36000,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Ocean Grove Beach Patrol,1992,36000,144,0,0,0,0,0,3,0,0,0,3,0,2367,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Monmouth Beach Pavillion,1994,35000,253,0,0,0,0,0,1,3,40000,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,21,1000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Emerald Isle Fire Department,2018,35000,0,28,101,0,0,0,7,0,0,0,0,0,36,47,0,47,2,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,12,63,12,0,0,15,null,0,0,2,2,10736,4,0,1,2,2
Sandpoint Lifeguards,2004,35000,9,0,0,0,0,0,0,0,0,0,0,0,5,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kaneohe Marine Base,2008,34517,59,54,6,0,0,0,1,4,0,0,0,0,0,67,13,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,2500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Coeur dAlene,2007,33988,7,0,0,0,0,0,0,0,0,0,0,0,17,17,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sandpoint Lifeguards,2009,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,250,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,2001,32605,15,0,0,0,0,0,2,6,0,28,84,0,38730,49,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17416,1415,0,0,10,54,3240,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sandpoint Lifeguards,2006,32000,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sandpoint Lifeguards,2011,32000,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kaneohe Marine Base,2004,32000,50,28,22,0,0,0,0,0,0,0,0,0,0,81,16,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9800,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Virginia Beach,1993,32000,16,0,0,0,0,0,0,0,0,0,0,0,350,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Oxnard Ocean Rescue,2017,32000,8,4,4,0,1,0,5,5,104000,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sandpoint Lifeguards,2010,31515,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Virginia Beach,1994,31000,19,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Surf Club Beach Patrol,1999,30923,14,14,0,0,0,0,0,0,0,1,10,500000,20,51,8,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,1,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Panama City Beach Lifeguards,2014,30577,8,8,0,0,0,0,0,0,0,0,0,0,717,26,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,8,25,0,0,1,1,0,0,0,0,0,0
Ponte Vedra Beach,2019,30040,0,36,0,0,0,0,0,0,0,0,0,0,5500,675,35,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,330,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Monterey Beach,2011,30000,9,6,0,3,0,0,0,0,0,0,0,0,500,26,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,58,0,0,16,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Monterey Beach,2012,30000,20,10,2,8,0,0,0,0,0,0,0,0,50,50,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,60,1,0,7,1,null,0,0,2,2,75,0,0,0,0,1
Sandpoint Lifeguards,2008,30000,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,175,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sandpoint Lifeguards,2003,30000,20,0,0,0,0,0,0,0,0,0,0,0,0,16,1,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Panama City Beach Lifeguards,2016,30000,60,60,0,0,0,0,0,0,0,0,0,0,2200,55,8,47,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,400,1,28,1,8,40,0,0,2,2,100,0,0,0,0,12
Ocean Beach,2014,30000,21,9,10,2,0,0,0,0,0,0,0,0,300,24,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,45,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Ocean Beach,2013,30000,45,25,15,5,0,0,0,0,0,0,0,0,150,26,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,50,0.5,0,35,6,null,0,0,3,4,150,0,0,0,1,1
North Bethany Beach Patrol,2021,30000,18,3,15,0,0,0,0,0,0,0,0,0,1152,46,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,34,null,0,0,13,13,100,0,0,0,0,6
Brick,2013,30000,2,0,0,0,0,0,0,0,0,0,0,0,0,57,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Coeur dAlene,2013,29068,0,0,0,0,0,0,0,0,0,0,0,0,2000,15,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,480,0.2,0.2,0,11,null,0,0,5,2,90,4,0,0,0,4
Coeur dAlene,2009,28814,8,0,0,0,0,0,0,0,0,0,0,0,61,19,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,0,0,0,5,15,450,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Coeur dAlene,2010,28269,0,0,0,0,0,0,0,0,0,0,0,0,1240,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,58,1160,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
